11347+1648	6.26	7.31	1.05	3.43
11366+5608	7.73	8.17	0.44	6.17
11366-3334	6.01	7.77	1.76	3.44
11387+4507	6.53	8.23	1.7	8.946
11388+6421	6.81	8.01	1.2	1.9
11392-5744	7.23	8.22	0.99	9.2
11395-3726	8.19	8.37	0.18	3.336
11406-6234	6.87	7.43	0.56	2.571
11412-6108	7.46	7.87	0.41	0.951
11486+1417	5.97	8.53	2.56	0.981
11492+6720	7.5	8.3	0.8	10.92
11519-6512	4.97	7.25	2.28	1.448
11550-5606	7.36	7.81	0.45	3.869
11551+4629	6.68	8.32	1.64	3.8
11554-4154	8.03	8.16	0.13	1.4
11563+3527	6.82	8.74	1.92	1.83
11573-2232	8.28	8.97	0.69	4.161
12002-5707	8.6	8.8	0.2	7.68
12035-0227	8.7	8.57	0.13	1.2
12043+2128	6.18	7.48	1.3	3.701
12056+5156	7.63	8.28	0.65	7.76
12061-3258	6.69	8.84	2.15	5.739
12064-6543	6.13	7.74	1.61	8.77
12084-1835	8.43	8.96	0.53	1.795
12100-3442	6.35	8	1.65	3.22
12114-1647	7.17	8.79	1.62	4.668
12115+5325	8.11	8.27	0.16	13.556
12136-3348	6.48	8.55	2.07	1.231
12140-4543	5.78	6.98	1.2	2.747
12151-0715	8.06	8.3	0.24	6.84
12158-2321	6.86	8.22	1.36	1.934
12161+4040	5.86	8.71	2.85	12.07
12162+8008	7.24	7.78	0.54	14.496
12207+2703	7.04	7.13	0.09	8.885
12244+2535	6.74	7.83	1.09	1.851
12247-4123	6.47	8.37	1.9	10.002
12249-5807	7.84	7.98	0.14	5.234
12255-6929	7.88	8.68	0.8	12.733
12266-6306	1.25	1.55	0.3	4.2
12281+4448	7.49	8.08	0.59	9.83
12283-6146	7.32	8.24	0.92	2.097
12306+0943	8.09	8.37	0.28	1.306
12381-5556	7.14	8.94	1.8	1.863
12409+0850	7.78	8.1	0.32	1.129
12413-1301	5.88	5.89	0.01	5.205
12417-0127	3.48	3.53	0.05	2.704
12463-6806	3.52	3.98	0.46	1.12
12483-6708	7.63	8.74	1.11	13.59
12496+0349	8.87	8.89	0.02	9.162
12530+1502	8.58	8.72	0.14	5.708
12533+2115	5.15	7.08	1.93	1.18
12543-2758	7.66	8.81	1.15	5.909
12563+5406	6.04	7.75	1.71	3.867
12563-0452	7.18	8.95	1.77	5.8
12564-0057	7.33	7.61	0.28	1.057
12567-4741	7.39	7.68	0.29	0.857
12587+2728	8.74	8.77	0.03	1.66
12595-4832	8.85	8.88	0.03	11.645
13011-3337	7.02	8.23	1.21	5.87
13048+7302	6.6	8.45	1.85	1.39
13064+2109	6.1	8.75	2.65	1.77
13066-4602	8.13	8.37	0.24	1.383
13073+0035	7.58	8.16	0.58	7.064
13081-6518	5.65	7.55	1.9	5.5
13120+3205	7.4	7.64	0.24	2.637
13123-5955	4.55	8.4	3.85	1.909
13134-1850	6.78	7.19	0.41	5.388
13207+0257	6.77	7.29	0.52	1.069
13214-6403	7.85	8.59	0.74	5.181
13229-4757	6.73	7.18	0.45	0.87
13233-1456	8.64	8.73	0.09	3.706
13239+5456	2.23	3.88	1.65	14.4
13243+0124	7.82	8.2	0.38	0.94
13261-3233	7.1	8.75	1.65	0.818
13271-2222	8.83	8.94	0.11	1.487
13284+1543	7.97	8.42	0.45	1.988
13324+3649	7.34	8.1	0.76	4.06
13325-6221	8.13	8.55	0.42	1.53
13329+4908	8.7	8.95	0.25	3.316
13343-0019	7.82	8.75	0.93	1.702
13343-0837	8.05	8.18	0.13	1.311
13368-2630	5.74	6.6	0.86	10.211
13374-6456	8.15	8.42	0.27	1.354
13375+3618	4.98	6.95	1.97	1.69
13376-0752	7.79	8.08	0.29	2.694
13377+5043	6.93	8.18	1.25	1.81
13417-5434	5.2	6.53	1.33	5.63
13423-3359	7.42	7.47	0.05	4.239
13431+0332	5.55	8.31	2.76	2.728
13438-4011	7.51	7.85	0.34	0.926
13459-1226	5.66	8.47	2.81	1.03
13461+0507	7.89	8.1	0.21	1.047
13479-6352	7.88	8.88	1	2.362
13491+2659	7.36	8.15	0.79	2.82
13492-6206	7.66	8.01	0.35	13.154
13518-3300	4.5	5.97	1.47	7.805
13532-3156	4.72	8.53	3.81	14.76
13535-3540	6.27	6.38	0.11	1.012
13540+3249	8.63	8.97	0.34	6.679
13550-0804	6.68	7.26	0.58	3.718
13563+0517	8.69	8.8	0.11	0.948
13563-5408	6.52	7.45	0.93	1.99
13583-6538	8.7	8.81	0.11	4.237
13591+2549	7.46	8.39	0.93	4.85
14030-3141	6.52	7.8	1.28	2.449
14055-5024	8.43	8.72	0.29	2.449
14077-4952	7.14	7.38	0.24	1.069
14110-4655	8.17	8.79	0.62	4.067
14113-0320	8.41	8.73	0.32	6.503
14132-6359	8.61	8.72	0.11	0.839
14134+0524	8.45	8.63	0.18	4.779
14135+5147	4.53	6.62	2.09	13.671
14148+1006	5.44	8.43	2.99	0.84
14150-6142	6.88	8.66	1.78	2.763
14153+0308	7.73	7.92	0.19	0.905
14155+5026	8.1	8.63	0.53	5.632
14165+2007	6.47	8.42	1.95	4.362
14195-1343	8.06	8.31	0.25	4.051
14202-4304	5.77	7.94	2.17	3.453
14203+4830	8.09	8.29	0.2	1.642
14208-4225	8.88	8.97	0.09	1.69
14215+5354	8.84	8.92	0.08	14.544
14226-0746	7.51	7.52	0.01	5.97
14226-5828	5.03	7.59	2.56	9.13
14226-7333	8.24	8.64	0.4	2.322
14233-5046	6.27	8.98	2.71	1.141
14234+0827	5.03	6.78	1.75	6.23
14241+1115	7.47	7.73	0.26	9.722
14247-1140	6.87	7.94	1.07	1.268
14255-1958	7.16	8.37	1.21	1.19
14295-8006	8.08	8.74	0.66	4.227
14313-6743	6.02	8.83	2.81	0.958
14336+3535	8.13	8.98	0.85	3.041
14339+5514	7.99	8.97	0.98	1.024
14345-6317	8.73	8.83	0.1	13.218
14372-3732	7.96	8.6	0.64	4.149
14396-6050	-0.01	1.33	1.34	4.243
14407+1625	4.88	5.79	0.91	5.461
14408-6657	7.87	8.54	0.67	2.34
14410+5757	7.53	8.32	0.79	7.602
14416+5124	8.02	8.07	0.05	1.871
14418-2942	7.63	8.1	0.47	0.933
14419-3056	6.75	7.62	0.87	1.07
14428-5511	8.54	8.76	0.22	5.652
14448+0742	7.96	8.35	0.39	6.912
14450+2704	2.58	4.81	2.23	2.83
14460-2527	5.12	7.25	2.13	8.116
14463+0939	7.79	8.45	0.66	1.725
14464-0723	8.46	8.62	0.16	1.247
14471+0058	6.74	8.81	2.07	3.462
14484+2422	6.58	7.48	0.9	2.176
14485-1720	7.48	7.92	0.44	2.684
14489+0557	7.02	8.95	1.93	1.021
14493-1409	5.61	6.62	1.01	1.993
14497+4843	6.31	6.67	0.36	2.584
14513-4724	7.74	8.99	1.25	7.03
14514+1906	4.76	6.95	2.19	5.27
14531+7811	6.79	8.85	2.06	1.59
14532-7311	5.87	7.59	1.72	2.158
14534+1542	6.89	7.55	0.66	0.962
14542-6625	7.53	8.09	0.56	1.17
14554-5526	8.55	8.97	0.42	7.129
14565-4753	5.98	6.82	0.84	2.07
14575+4010	8.27	8.88	0.61	12.686
14576-3523	7.41	8.67	1.26	1.83
15036-2751	8.48	8.53	0.05	7.369
15041+0530	7.19	7.37	0.18	10.13
15051-4703	4.56	4.6	0.04	1.82
15055-0701	8.09	8.76	0.67	2.284
15064-7210	7.19	8.45	1.26	1.285
15075+0914	7.35	7.54	0.19	3.917
15103-4100	8.14	8.7	0.56	4.886
15116+1007	8.84	8.63	0.21	0.82
15128-5202	7.65	8.85	1.2	2.19
15130-3715	7.98	8.06	0.08	6.437
15140-4348	7.98	8.24	0.26	1.24
15140-6121	6.72	7.68	0.96	1.03
15145-4323	7.32	8.53	1.21	10.54
15166-6054	5.79	8.55	2.76	1.22
15183+2650	7.32	7.41	0.09	1.65
15185-4753	4.93	4.99	0.06	0.83
15187+1026	7.2	8.07	0.87	13.37
15192-2416	7.53	8.64	1.11	1.99
15207-6729	6.42	8.23	1.81	1.25
15210+0043	5.53	8.78	3.25	3.351
15234-5919	4.94	5.73	0.79	0.819
15241-7513	8.74	8.91	0.17	5.025
15245+3723	7.09	7.63	0.54	2.27
15295-5821	7.03	7.98	0.95	2.58
15304-4155	6.33	8.35	2.02	5.588
15306-5807	8.54	8.8	0.26	5.404
15317-2010	6.31	8.94	2.63	11.223
15332-2429	6.94	7	0.06	9.27
15348+1032	4.17	5.16	0.99	4.09
15351-4110	2.95	4.45	1.5	0.83
15359-4457	4.68	6.51	1.83	2.09
15360+3948	7.16	8.44	1.28	1.32
15379+3006	8.54	8.85	0.31	5.34
15379-3115	8.01	8.62	0.61	0.97
15382+3615	8.07	8.06	0.01	14.467
15387-0847	6.44	6.49	0.05	11.663
15394+3638	4.96	5.91	0.95	6.371
15396-2739	8.41	8.46	0.05	2.02
15399-1946	7.65	7.67	0.02	1.715
15411-3959	6.84	8.13	1.29	1.49
15428-1601	7.27	8.69	1.42	2.35
15444-4149	6.1	7.94	1.84	3.671
15450-5047	6.61	8.45	1.84	2.15
15469-4415	8	8.82	0.82	0.813
15479-6527	6.16	6.43	0.27	1.748
15487+8337	7.68	7.95	0.27	1.078
15511+5254	6.89	8.94	2.05	6.392
15536-2520	4.69	6.98	2.29	2.36
15548-5020	6.81	7.46	0.65	12.11
15549-6045	6.35	8.09	1.74	1.25
15555-6011	5.91	8.36	2.45	4.81
15559-0210	7.03	8.65	1.62	6.026
15568+1229	7.59	7.84	0.25	1.786
15569-3358	5.09	5.56	0.47	10.32
15572+0324	7.31	8.71	1.4	10.4
15599-7802	6.92	7.53	0.61	0.826
16001-3824	3.37	7.5	4.13	14.97
16009+1316	7.69	8.06	0.37	1.62
16035-5747	4.64	8.02	3.38	11.33
16038-3304	7.71	7.86	0.15	2.33
16044-1122	5.16	4.87	0.29	1.124
16044-1127	7.52	8.05	0.53	11.822
16054-1948	2.59	4.52	1.93	13
16077-3802	8.97	8.99	0.02	1.87
16095-3239	6.7	7.23	0.53	7.87
16120-1928	4.35	5.31	0.96	1.274
16120-1928	6.6	7.23	0.63	2.382
16123-2825	5.8	8.13	2.33	3.75
16133+1332	7.43	7.48	0.05	4.087
16147+3352	5.62	6.49	0.87	7.32
16147-3908	8.38	8.53	0.15	1.76
16153+0416	8.77	8.86	0.09	1.872
16200-6439	6.84	8.95	2.11	1.261
16205-2007	7.62	8.33	0.71	12.5
16231+4738	8.54	8.65	0.11	1.755
16238+6142	6.15	7.09	0.94	0.97
16238-4115	8.1	8.47	0.37	1.77
16239-3312	6.93	7.29	0.36	6.2
16240+6131	2.8	8.2	5.4	4.38
16242+3702	8.43	8.79	0.36	8.247
16247-2942	5.89	6.6	0.71	4.21
16253-4909	8.11	8.23	0.12	2.395
16256-2327	5.07	5.74	0.67	3.023
16278-0822	4.71	8.83	4.12	0.9
16279+2559	7.33	8.1	0.77	1.1
16289+1825	7.69	7.91	0.22	2.475
16294-2626	0.96	5.4	4.44	3.16
16309+0159	4.15	5.15	1	1.55
16319-6217	7.81	8.14	0.33	1.021
16326+4007	7.97	8.31	0.34	0.9
16362+5255	5.38	6.42	1.04	3.26
16397-5700	7.23	7.79	0.56	3.65
16399-4747	8	8.07	0.07	1.42
16413+3136	2.95	5.4	2.45	1.59
16413-4846	5.71	6.76	1.05	10.2
16425-3705	6.98	7.83	0.85	0.91
16426+2340	8.84	8.9	0.06	5.188
16430-6056	8.93	8.88	0.05	3.296
16442+2331	7.48	7.87	0.39	1.119
16483+0244	8.78	8.81	0.03	1.414
16487+3556	7.49	8.78	1.29	5.727
16492+4559	4.84	8.45	3.61	2.06
16495-4357	7.95	8.68	0.73	0.963
16506-5003	7.17	7.33	0.16	3.182
16510-3731	6.23	7.77	1.54	6.7
16515-6734	8.96	8.94	0.02	8.553
16518+2840	6.9	8.5	1.6	1.5
16562-4651	7.83	8.04	0.21	3.9
16564+6502	7.07	7.3	0.23	0.892
16568-2309	6.25	6.32	0.07	1.019
16571-1932	6.59	7.59	1	4.522
16581+1509	8.18	8.89	0.71	0.818
16596-6916	5.87	8.21	2.34	0.992
16599-7325	6.92	8.43	1.51	0.864
17004-4839	6.34	7.69	1.35	0.99
17011-5851	8.26	8.47	0.21	2.78
17020+0827	6.72	7.61	0.89	1.38
17029-5010	7.29	8.14	0.85	8.03
17053+5428	5.66	5.69	0.03	2.47
17062-3838	8.36	8.65	0.29	1.36
17065-1356	8.21	8.31	0.1	2.374
17068-3553	8.87	8.97	0.1	5.196
17103-4644	6.96	8.26	1.3	8.25
17108-2457	8.28	8.71	0.43	9.985
17121+2114	7.59	8.88	1.29	8.694
17131+5408	6.92	8.8	1.88	2.82
17139-3818	6.91	8.96	2.05	2.57
17146+1423	3.48	5.4	1.92	4.82
17153-2636	5.12	5.12	0	5.05
17163-4220	6.96	8.88	1.92	1.72
17177+3717	4.62	8.53	3.91	0.918
17180-2417	5.23	6.64	1.41	10.016
17191-4638	5.61	8.88	3.27	10.78
17199-1745	6.34	7.56	1.22	2.399
17206-5926	7.76	7.78	0.02	0.88
17210-2107	4.4	8.9	4.5	4.085
17237+3709	4.5	5.4	0.9	4.111
17269-4551	5.63	6.46	0.83	2.12
17290+5052	7.79	8.06	0.27	3.006
17290-4358	6.29	8.52	2.23	13.32
17293-0959	8.33	8.5	0.17	1.452
17298-0555	6.57	8.98	2.41	1.42
17317-4102	7.81	8.06	0.25	1.08
17320+0249	7.74	8.82	1.08	1
17358+0100	8.23	8.43	0.2	2.985
17373-4300	1.97	5.36	3.39	6.465
17373-4915	7.27	8.26	0.99	1.22
17386+5546	8.03	8.6	0.57	2.047
17388-4406	8.64	8.72	0.08	1.323
17392-5112	8.22	8.71	0.49	13.26
17397+7256	8.1	8.52	0.42	0.946
17403+6341	7.08	8.37	1.29	1.477
17436-5701	6.82	8.56	1.74	1.126
17449+3108	8.15	8.96	0.81	4.74
17456-5047	8.07	8.12	0.05	1.17
17464-1318	8.06	8.13	0.07	14.64
17467+1447	8.77	8.92	0.15	7.006
17503+2517	6.71	8.85	2.14	6.06
17512+4454	8.14	8.28	0.14	3.34
17512-3033	6.7	8.1	1.4	10.114
17520+1520	7.21	7.38	0.17	0.9
17531-1339	7.41	8.99	1.58	1.516
17533+4000	5.28	8.76	3.48	1.585
17564+1820	7.43	7.55	0.12	2.69
17568-3956	7.87	8.41	0.54	3.61
17572-5523	7.02	7.93	0.91	2.38
17580-3908	6.46	8.19	1.73	1.17
17591-3015	5.39	6.96	1.57	5.9
17592-3656	7.1	8.96	1.86	7.67
18015+2136	4.85	5.2	0.35	6.35
18024-2302	7.59	8.66	1.07	10.73
18029+5626	8.14	8.53	0.39	6.036
18031-0811	5.27	5.86	0.59	1.46
18055+0230	4.22	6.17	1.95	6.81
18057+1200	7.09	7.44	0.35	7.079
18057-3635	7.89	8.85	0.96	3.13
18068-4325	5.65	5.68	0.03	1.797
18070+3034	5.13	8.96	3.83	1.175
18078+2606	5.81	5.84	0.03	14.278
18089-2528	6.78	8.76	1.98	13.57
18096+0400	5.97	7.52	1.55	0.82
18101+1629	6.65	7.21	0.56	1.21
18101-3044	5.77	7.99	2.22	4.14
18106-7511	7.68	8.61	0.93	13.12
18108-4026	8.34	8.59	0.25	9.12
18112-1951	7.01	7.13	0.12	1.375
18121+2739	8.3	8.62	0.32	0.81
18146+0011	8.22	8.55	0.33	1.347
18151-5751	8.28	8.55	0.27	1.84
18162-4601	7.52	8.59	1.07	2.37
18176-3646	3.3	8	4.7	3.46
18192-2941	8.77	8.7	0.07	6.902
18222-1505	8.08	8.61	0.53	9.079
18232-6130	4.54	8.1	3.56	3.71
18233-4247	8.83	8.98	0.15	2.998
18239+5848	5.06	8.07	3.01	3.804
18242-3423	1.85	8.4	6.55	2.392
18247-0636	7.48	8.73	1.25	5.87
18250-0135	6.71	7.21	0.5	0.877
18253+4846	7.9	8.25	0.35	0.811
18254-2033	5.03	7.43	2.4	1.65
18272+0012	5.38	7.62	2.24	3.88
18277+1918	8.41	8.23	0.18	5.356
18278+2442	7.14	8.9	1.76	0.87
18289-2503	8.21	8.48	0.27	2.68
18311+3215	7.82	8.57	0.75	6.43
18338+1744	7.45	8.67	1.22	1.483
18345-3449	7.57	7.77	0.2	2.42
18355+2336	6.35	6.62	0.27	0.85
18359+1659	6.94	7.08	0.14	1.74
18362+4117	7.6	7.64	0.04	5.074
18384+3603	7.53	8.72	1.19	4.371
18389+5221	7.63	7.77	0.14	1.915
18412-4210	7.43	8.55	1.12	1.162
18413+3018	7.05	8.75	1.7	14.129
18443+6103	6.25	8.35	2.1	1.061
18443+3940	5.15	6.1	0.95	2.249
18443+3940	5.25	5.38	0.13	2.365
18447-2548	8.41	8.82	0.41	1.233
18455+0530	6.34	6.73	0.39	2.605
18458+3431	7.37	8.56	1.19	4.253
18459-1030	7.39	8.43	1.04	4.172
18465-0058	5.88	7.02	1.14	12.68
18469+5920	8.59	8.85	0.26	1.706
18497-3336	8.43	8.48	0.05	1.15
18497-7300	6.2	8.08	1.88	1.965
18508+1059	6.92	7.77	0.85	3.524
18535+7547	6.73	7.35	0.62	5.667
18545+2037	7.07	8.73	1.66	1.977
18570+3254	5.34	7.96	2.62	1.265
18575+5814	7.01	7.44	0.43	0.88
18581+4711	8.54	8.67	0.13	1.366
19011-3704	6.33	6.58	0.25	13.36
19015-3430	8.7	8.8	0.1	0.802
19027-3606	7.88	8.98	1.1	5.52
19031-4543	7.95	8.83	0.88	1.72
19037+3545	8.75	8.8	0.05	2.465
19041-6347	7.68	7.69	0.01	1.728
19043-2132	7.87	8.06	0.19	1.41
19046+2320	7.25	8.57	1.32	12.415
19058+0633	6.97	8.88	1.91	9.415
19064+0709	7.2	7.72	0.52	8.001
19064-3704	4.53	6.42	1.89	1.436
19069-1614	6.1	8.42	2.32	6.4
19088+3446	7.03	8.44	1.41	13.8
19111+3847	8.39	8.31	0.08	4.79
19121+4951	6.54	6.67	0.13	7.136
19159+2727	7.03	7.55	0.52	0.872
19160+1610	7.53	8.49	0.96	1.148
19169+6312	7.44	8.17	0.73	1.838
19177+2302	5.43	8.75	3.32	1.76
19177-1558	7.07	7.9	0.83	8.4
19181-1557	8.37	8.62	0.25	4.934
19185+0105	5.28	8.29	3.01	3.232
19191-3310	8.49	8.74	0.25	1.655
19202+0403	8.26	8.9	0.64	12.103
19233+0931	8.57	8.66	0.09	8.707
19258+2846	7.74	8.79	1.05	4.521
19266+2719	8.19	8.39	0.2	2.164
19268+2110	7.95	8.05	0.1	6.392
19270+7322	8.5	8.43	0.07	1.946
19277+3632	8.21	8.39	0.18	6.95
19279-2930	8.58	8.89	0.31	1.234
19282-0932	8.34	8.54	0.2	11.737
19282-1209	8.12	8.69	0.57	1.12
19295+7816	7.69	8.27	0.58	11.19
19299-2659	5.61	8.82	3.21	7.46
19322-6016	7.53	8.19	0.66	1.048
19360-3648	8.17	8.89	0.72	0.826
19365+4101	7.74	8.92	1.18	1.447
19387-1009	6.79	8.54	1.75	3.862
19392-1654	7.17	7.45	0.28	10.3
19426-5901	7.93	8.95	1.02	2.54
19438+3819	7.59	8.23	0.64	1.045
19450+4508	2.89	6.27	3.38	2.83
19457+3605	6.37	7.04	0.67	14.867
19464+3344	8.47	8.58	0.11	3
19482+7016	4.01	6.87	2.86	3.16
19483+3710	8.52	8.61	0.09	0.91
19487+1149	6.34	6.75	0.41	1.387
19490+4423	7.74	8.12	0.38	9.769
19498-6454	8.19	8.33	0.14	1.47
19507-5912	5.48	7.09	1.61	1.32
19524+2551	8.32	8.45	0.13	3.2
19525+0039	8.58	8.87	0.29	5.003
19535+2405	4.63	7.37	2.74	1.409
19540+1518	7.29	8.68	1.39	2.147
19556+5226	5.03	7.52	2.49	2.78
19584-0214	7.54	8.32	0.78	1.555
19586+3806	6.69	7.64	0.95	1.916
19588+4721	8.47	8.48	0.01	5.287
19594+3206	8.48	8.98	0.5	0.974
20011+4816	8.91	8.92	0.01	5.407
20014+1045	7.48	8.02	0.54	3.522
20017-0012	7.67	8.39	0.72	1.76
20035+3601	7.09	7.73	0.64	1.919
20046+0914	8.36	8.62	0.26	5.688
20051-6304	7.73	8.44	0.71	1.32
20078+0924	6.6	8.66	2.06	2.991
20089+7743	4.39	8.34	3.95	7.341
20093+3529	7.78	8.67	0.89	5.783
20095+5140	8.55	8.98	0.43	1.648
20096+3325	8.25	8.94	0.69	4.71
20099+2055	6.56	8.85	2.29	11.626
20126+0052	6.92	7.06	0.14	2.597
20137+1609	8.41	8.44	0.03	0.899
20137-3407	7.05	8.2	1.15	2.788
20141+2213	7.89	7.95	0.06	6.22
20144+4206	7.31	7.64	0.33	0.977
20149-5659	7.97	8.02	0.05	7.1
20152-0330	6.96	8.14	1.18	14.403
20168+3942	8.2	8.66	0.46	5.424
20169-3236	8.14	8.51	0.37	1.693
20176-1230	4.44	8.6	4.16	0.82
20178-4011	7.42	7.72	0.3	9.65
20181+4044	5.96	8.24	2.28	2.74
20184+5524	6.01	7.51	1.5	3.795
20203+3924	6.34	8.49	2.15	3.452
20229+4259	6.41	8.82	2.41	1.352
20269-3724	6.58	8.09	1.51	1.69
20273-1813	5.13	8.53	3.4	3.63
20289-1749	4.97	6.88	1.91	1.684
20293+3731	8.35	8.81	0.46	4.106
20303+1054	6.2	8.02	1.82	0.884
20319-4054	8.44	8.44	0	4.08
20338-4033	7.78	8.54	0.76	4.61
20356+3510	8.7	8.99	0.29	3.181
20365-4533	7.74	8.53	0.79	2.26
20370+1203	8.32	8.59	0.27	2.084
20377+3322	7.48	8.54	1.06	3.126
20396+4035	6.73	6.83	0.1	0.887
20410+3218	5.75	8.1	2.35	2.69
20423+5723	7.21	8.8	1.59	1.233
20426+1244	8.28	8.39	0.11	8.585
20436+1944	8.32	8.94	0.62	7.43
20449+1219	7.01	8.3	1.29	1.013
20450-5029	7.97	7.95	0.02	1.16
20462+1554	7.54	8.2	0.66	6.185
20467+1607	4.36	5.03	0.67	8.902
20472+4225	7.43	8.93	1.5	9.929
20474+3629	4.73	6.26	1.53	0.94
20478+0600	5.64	8.24	2.6	1.491
20486+5029	8.7	8.93	0.23	1.464
20487+5155	6.38	8.63	2.25	4.269
20511+0623	8.43	8.57	0.14	3.409
20516-6226	6.23	6.58	0.35	2.69
20520+4346	8.64	8.94	0.3	9.606
20530-2347	6.57	8.57	2	1.43
20531+2909	8.24	8.42	0.18	0.897
20548+3242	8.23	8.27	0.04	0.936
20548-4636	7.8	8.82	1.02	1.12
20557+0432	6.45	7.54	1.09	2.044
20585+5028	5.94	6.79	0.85	1.959
20585+1626	7.51	8.57	1.06	15
20587-7025	7.91	8.71	0.8	6.778
20591+0418	5.3	7.05	1.75	10.552
21018+3916	7.92	8.71	0.79	1.198
21021+5640	6.23	6.89	0.66	1.602
21022+0711	7.41	7.64	0.23	2.908
21024+3739	8.45	8.66	0.21	4.646
21031+0132	6.76	7.33	0.57	1.165
21040-1807	7.91	8.79	0.88	0.868
21041-0549	5.8	7.5	1.7	2.46
21068+3408	7.9	8.74	0.84	5.314
21084-7559	8.4	8.75	0.35	1.859
21086+3012	5.7	8.1	2.4	3.388
21104-5434	7.79	8.01	0.22	4.17
21105+1958	8.19	8.47	0.28	2.488
21110+0933	8.47	8.5	0.03	2.78
21114-5220	7.27	8.82	1.55	1.28
21115+4115	8.8	8.99	0.19	2.636
21118+5959	6.09	6.77	0.68	1.03
21124-1500	8.25	8.31	0.06	4.221
21143+4109	7.78	8.05	0.27	1.284
21148+3803	3.83	6.57	2.74	1.05
21148-2555	8.59	8.82	0.23	2.06
21167-0739	8.69	8.87	0.18	2.72
21171+3546	8.6	8.84	0.24	1.198
21176+8231	8.65	8.77	0.12	1.878
21185+8021	7.87	8.62	0.75	2.139
21186+1134	7.31	8.88	1.57	0.922
21197+0931	7.49	8.2	0.71	2.817
21199-5327	4.5	6.93	2.43	7.291
21200+5259	7.71	7.87	0.16	6.865
21200-2718	8.75	8.84	0.09	2.11
21208+3227	7.15	7.42	0.27	2.448
21213-8419	8.22	8.38	0.16	3.167
21267+1341	7.37	8.83	1.46	3.46
21270-4233	5.63	8.15	2.52	2.68
21287+7034	3.17	8.63	5.46	13.5
21289+1105	7.37	7.44	0.07	1.893
21318+3349	8.6	8.7	0.1	3.866
21330+2043	7.7	8.04	0.34	3.72
21390+5729	5.73	7.48	1.75	11.834
21404+5735	7.44	8.64	1.2	12.88
21441+2845	4.75	6.18	1.43	1.61
21487-6530	7.31	8.74	1.43	1.46
21492+5031	7.77	8.32	0.55	13.132
21509-8243	5.56	7.26	1.7	3.48
21510+6137	7.74	8.61	0.87	4.177
21516+6545	7.01	7.28	0.27	1.367
21522-8551	8.34	8.61	0.27	4.876
21523+6306	8.07	8.2	0.13	2.032
21555+6519	6.01	8.17	2.16	1.357
21555+5232	8.25	8.93	0.68	1.622
21555+1053	8.4	8.56	0.16	1.148
21565+5948	7.2	8.41	1.21	0.972
21580+0556	7.21	7.73	0.52	10.85
21582+8252	7	7.47	0.47	13.792
22008-2827	5.7	6.77	1.07	1.89
22024-1658	7.22	7.15	0.07	3.839
22029+4439	5.71	7.76	2.05	1.012
22038+6438	4.45	6.4	1.95	8.116
22044+1339	7.77	7.89	0.12	1.545
22060+2048	8.14	8.64	0.5	7.141
22071+0034	8.04	8.41	0.37	2.52
22086+5917	7.98	8	0.02	0.816
22106+7008	5.56	8.56	3	14.2
22116-3428	7.06	8.18	1.12	0.861
22120-3818	7.65	7.66	0.01	2.064
22143-2104	5.63	6.72	1.09	5.188
22145+0759	6.94	8.11	1.17	1.569
22146+2934	7.65	8.24	0.59	1.29
22218+6642	7.13	7.8	0.67	4.093
22236+4521	7.62	8.22	0.6	6.517
22258-2014	7.13	8.01	0.88	6.83
22259-4507	7.79	8.88	1.09	2.073
22266-1645	6.29	6.39	0.1	1.36
22273-6458	4.49	8.73	4.24	6.77
22288-0001	4.34	4.49	0.15	2.53
22305-0807	7.78	8.6	0.82	8.04
22306+5332	8.28	8.56	0.28	4.756
22306-1041	4.81	8.47	3.66	3.74
22345+0413	7.55	8.85	1.3	13.74
22396-1237	8.63	8.78	0.15	3.086
22397-2820	7.49	8.61	1.12	3.087
22431-0819	6.79	7.88	1.09	2.42
22441+3928	6.18	8.94	2.76	3.23
22468-4819	8.5	8.72	0.22	4.162
22478-0414	7.3	7.68	0.38	1.806
22490+6834	6.91	7.02	0.11	4.716
22496+6633	7.26	8.6	1.34	2.56
22497+4031	8.12	8.25	0.13	5.482
22514+6142	6.03	7.08	1.05	1.061
22524-2142	8.92	8.99	0.07	2.75
22525-3253	4.5	8.2	3.7	3.98
22542+7620	7.95	8.53	0.58	1.903
22565+6252	8.48	8.61	0.13	1.897
22567+7830	8.04	8.87	0.83	5.505
23050+3322	8.07	8.46	0.39	2.705
23069-3854	5.7	8.24	2.54	0.93
23069-4331	4.45	6.6	2.15	1.53
23072-5041	6.29	7.05	0.76	8.894
23075+3250	6.35	7.46	1.11	8.33
23079+7523	4.61	6.8	2.19	1.12
23120-1156	7.93	7.95	0.02	3.533
23133+2205	8.9	8.97	0.07	2.587
23166-0135	8.2	8.61	0.41	5.368
23186+6807	4.97	7.28	2.31	3.425
23191-1328	5.27	6.97	1.7	12.149
23208+2158	8.19	8.72	0.53	3.338
23208-5018	6.15	8.93	2.78	1.309
23209-1833	7.29	8.39	1.1	5.562
23238-0828	7.21	7.67	0.46	6.898
23243+0343	6.87	8.76	1.89	7.09
23277+7406	7.64	8.51	0.87	1.206
23307+0515	7.77	8.37	0.6	10.69
23333-2055	4.76	7.68	2.92	0.96
23395-4638	6.53	7.27	0.74	3.855
23412+0616	7.8	8.58	0.78	13.89
23413+3234	7.81	8.78	0.97	0.833
23420+2018	8.26	8.63	0.37	1.047
