23440+2922	5.07	8.1	3.03	0.857
23460-1841	5.65	6.46	0.81	6.985
23476+4650	6.11	8.73	2.62	0.803
23488+6213	5.66	7.95	2.29	1.513
23506-5142	8.28	8.59	0.31	0.96
23519+3753	7.62	7.75	0.13	5.761
23522+4331	8.69	8.94	0.25	1.25
23544-2703	6.79	7.41	0.62	6.46
23590+5545	4.99	7.24	2.25	3.11
23590+5315	8.74	8.92	0.18	1.206
23592+7448	8.54	8.7	0.16	1.332
23595+3343	6.46	6.72	0.26	2.483
23595-2631	8.05	8.3	0.25	10.63
